,LATITUDE,LONGITUDE,CITY,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,INSTURL,C150_4,RET_FT4,ADM_RATE,GRAD_DEBT_MDN,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,RPY_1YR_RT,RPY_3YR_RT,RPY_5YR_RT,RPY_7YR_RT
Aviation Institute of Maintenance-Indianapolis,39.7531,-86.2883,Indianapolis,11,18007,18007,3,www.aviationmaintenance.edu,NULL,NULL,NULL,27916,4200,14100,43100,60700,0.403100775,0.374531835,0.281954887,0.437984496
Branford Hall Career Institute-Springfield Campus,42.141,-72.5433,Springfield,12,NULL,NULL,3,www.branfordhall.edu,NULL,NULL,NULL,9800,3700,11600,35500,46400,0.55179594,0.496945683,0.483535109,0.52955665
Remington College-Little Rock Campus,34.7077,-92.4013,Little Rock,12,15995,15995,2,www.remingtoncollege.edu/little-rock-arkansas-technical-colleges,NULL,NULL,0.6838,9500,3000,9600,26000,35000,0.384991843,0.438846641,0.294341417,0.358050847
Everest University-Jacksonville,30.2199,-81.5864,Jacksonville,11,14796,14796,3,www.everest.edu/campus/jacksonville,0.4198,NULL,NULL,10736,3200,10200,29500,40100,0.26023448,0.215213358,0.235855487,0.500936079
IVAEM College,18.2358,-66.0333,Caguas,13,NULL,NULL,3,ivaempr.com,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
Midwest College of Oriental Medicine-Chicago,41.9613,-87.6526,Chicago,11,NULL,NULL,3,www.Acupuncture.edu,NULL,NULL,NULL,17273.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.702702703,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Lincoln Technical Institute-Hamden,41.3834,-72.9161,Hamden,21,NULL,NULL,3,www.lincolnedu.com,NULL,NULL,NULL,11813,7300,19000,50700,67100,0.505313678,0.488564799,0.562947368,0.663126844
Argosy University-Seattle,47.6139,-122.3517,Seattle,11,13663,13663,3,www.argosy.edu/seattle,NULL,0,NULL,14323,7900,21700,48800,65300,0.345430979,0.370393247,0.661456348,0.842775302
Carrington College-Spokane,47.6769,-117.2686,Spokane,13,NULL,NULL,3,www.carrington.edu,NULL,NULL,1,8824,3600,12800,32900,41300,0.616307947,0.590633831,0.579146919,0.603586889
Texas School of Business-Friendswood,29.5234,-95.1628,Friendswood,21,NULL,NULL,3,www.tsb.edu/friendswood-tx/,NULL,NULL,NULL,9498,3500,10600,28400,36900,0.335264683,0.28372093,0.257533611,0.367595819
ITT Technical Institute-Wilmington,42.5898,-71.1586,Wilmington,21,18048,18048,3,www.itt-tech.edu,0.4085,1,0.9244,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
Pierce College at Puyallup,47.1563,-122.2724,Puyallup,21,3825,9015,1,www.pierce.ctc.edu/,NULL,NULL,NULL,12704,4500,13700,41900,56900,0.637566138,0.649817296,0.707571802,0.729707792
Cascadia Community College,47.76,-122.1911,Bothell,21,3793,8982,1,www.cascadia.edu,NULL,NULL,NULL,9499.5,7100,15100,46100,63500,0.705501618,0.756756757,0.728395062,0.75
University of Phoenix-St Louis Campus,38.757,-90.4667,Saint Louis,41,12400,12400,3,www.phoenix.edu,0.0339,0.2222,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
Johnson & Wales University-Denver,39.748,-104.9055,Denver,11,27456,27456,2,www.jwu.edu,0.5831,0.8121,0.7848,27000,8700,18200,40400,51700,0.818106802,0.801117943,0.766227658,0.790639365
University of Phoenix-Cleveland Campus,41.3984,-81.6548,Beachwood,21,12400,12400,3,www.phoenix.edu,0.2326,0.5,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
Du Bois Business College-Huntingdon,40.4899,-78.0146,Huntingdon,32,11205,11205,3,www.dbcollege.com/content/huntingdon-county-campus,NULL,NULL,NULL,17625,4500,11800,27100,34800,0.713017751,0.668587896,0.710280374,0.743093923
Du Bois Business College-Oil City,41.4244,-79.7035,Oil City,33,11205,11205,3,www.dbcollege.com/content/oil-city-campus,NULL,NULL,NULL,17625,4500,11800,27100,34800,0.713017751,0.668587896,0.710280374,0.743093923
CBD College,34.0687,-118.3449,Los Angeles,11,NULL,NULL,2,www.cbd.edu,NULL,NULL,NULL,13000,3600,7900,26600,42900,0.797752809,0.772893773,0.811764706,PrivacySuppressed
East West College of Natural Medicine,27.3685,-82.5516,Sarasota,13,NULL,NULL,3,ewcollege.org,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Infinity Career College,30.3908,-89.0556,Gulfport,13,NULL,NULL,3,www.infinitycareercollege.com,NULL,NULL,NULL,4250,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
Lincoln Technical Institute-Fern Park,28.6535,-81.3458,Fern Park,21,NULL,NULL,3,www.lincolntech.com,NULL,NULL,NULL,11186,5700,13700,33000,43800,0.398030942,0.404283802,0.4765625,0.560839161
Atlantic Institute of Oriental Medicine,26.122,-80.1422,Fort Lauderdale,12,NULL,NULL,2,www.atom.edu,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
ATS Institute of Technology,41.5476,-81.4511,Highland Heights,21,26281,26281,3,www.atsinstitute.edu/,NULL,NULL,0.5629,19000,7300,18200,46400,59800,0.46997389,0.511166253,0.504249292,0.620462046
Bennett Career Institute,38.9326,-76.996,Washington,11,NULL,NULL,3,www.bennettcareerinstitute.org,NULL,NULL,NULL,8054.5,1500,6700,34800,51600,0.272058824,0.290540541,0.356060606,0.35
Blue Cliff College-Shreveport,32.4244,-93.7245,Shreveport,12,16250,16250,3,www.bluecliffcollege.com,NULL,NULL,NULL,9500,3600,9300,25000,34800,0.413114754,0.338,0.47148289,0.651764706
Blue Cliff College-Lafayette,30.1883,-92.012,Lafayette,12,17308,17308,3,bluecliffcollege.com,NULL,NULL,NULL,9500,2700,9600,27800,37100,0.469918699,0.338,0.47148289,0.651764706
Quest College,29.5075,-98.563,San Antonio,11,NULL,NULL,3,www.questcollege.edu,NULL,NULL,NULL,11377.5,4000,9200,29000,37800,0.555555556,0.321969697,0.234146341,0.408839779
Central Florida Institute,28.0501,-82.7404,Palm Harbor,21,NULL,NULL,3,www.cfi.edu,NULL,NULL,NULL,9897,5100,11800,32800,43600,0.676266137,0.692015209,0.652037618,0.674681754
Central Florida Institute,NULL,NULL,Orlando,NULL,NULL,NULL,3,http://www.cfi.edu,NULL,NULL,NULL,9897,5100,11800,32800,43600,0.676266137,0.692015209,0.652037618,0.674681754
Community Care College,36.1016,-95.9052,Tulsa,11,NULL,NULL,3,www.communitycarecollege.edu,NULL,NULL,NULL,11609,2400,7900,27400,36100,0.597721823,0.485061511,0.411099692,0.453846154
Marinello Schools of Beauty-Topeka,39.003,-95.6852,Topeka,12,NULL,NULL,3,www.marinello.com,NULL,NULL,NULL,10666,2700,8200,28100,38400,0.618874773,0.47848537,0.504807692,0.597402597
Marinello School of Beauty-Wichita,NULL,NULL,Wichita,NULL,NULL,NULL,3,http://www.marinello.com,NULL,NULL,NULL,10666,NULL,NULL,NULL,NULL,NULL,0.47848537,0.504807692,0.597402597
Marinello School of Beauty-Overland Park,NULL,NULL,Overland Park,NULL,NULL,NULL,3,http://www.marinello.com,NULL,NULL,NULL,10666,NULL,NULL,NULL,NULL,NULL,0.47848537,0.504807692,0.597402597
Crossroads Bible College,39.7797,-86.04,Indianapolis,11,12350,12350,2,www.crossroads.edu,0.7222,0.6,NULL,26950.5,2000,9500,38500,51600,0.596638655,0.613636364,0.617391304,0.683333333
Erie 1 BOCES,42.8516,-78.7864,West Seneca,21,NULL,NULL,1,e1b.org/adulted,NULL,NULL,NULL,9500,7100,16700,39200,51900,0.779467681,0.698841699,0.528089888,0.61965812
Fayette Beauty Academy,33.4559,-84.4559,Fayetteville,21,NULL,NULL,3,www.fayettebeautyacademy.com,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
HDS Truck Driving Institute,32.1389,-110.8565,Tucson,41,NULL,NULL,3,www.hdstruckdrivinginstitute.com,NULL,NULL,NULL,7705,2000,10000,36800,49700,0.636363636,0.467625899,0.401098901,0.409638554
International Training Careers,25.748,-80.3148,Miami,21,NULL,NULL,2,itcmiami.edu,NULL,NULL,NULL,7891,5400,9900,22400,30500,0.656804734,0.598540146,0.58490566,0.627737226
King's University,34.2009,-118.4548,Van Nuys,11,11475,11475,2,www.kingsuniversity.edu,0.1,0.5714,0.8587,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.807692308,0.78313253,PrivacySuppressed,0.855263158
Lacy Cosmetology School-Aiken,33.4941,-81.7009,Aiken,21,NULL,NULL,3,www.lacyschools.com,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.590062112,0.611464968,0.25,PrivacySuppressed
Fortis College-Baton Rouge,30.4225,-91.0823,Baton Rouge,12,13694,13694,3,www.fortis.edu,NULL,NULL,NULL,9908.5,5700,13900,33000,45000,0.506922733,0.430940432,0.422529644,0.484187568
My Le's Beauty College,38.5186,-121.4413,Sacramento,21,NULL,NULL,3,www.mylebeautycollegeinc.com,NULL,NULL,NULL,NULL,3400,7500,19500,29600,NULL,NULL,NULL,NULL
New Concept Massage and Beauty School,25.7713,-80.2285,Miami,11,NULL,NULL,3,www.massagebeautyschool.com,NULL,NULL,NULL,3500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.766423358,0.686131387,0.5,PrivacySuppressed
New York College of Traditional Chinese Medicine,40.7427,-73.6383,Mineola,21,NULL,NULL,2,www.nyctcm.edu,NULL,NULL,NULL,11000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Fortis College-Orange Park,30.1856,-81.7064,Orange Park,21,13493,13493,3,fortis.edu,NULL,NULL,NULL,11833,3800,9700,29800,39400,0.480357143,0.409628378,0.416876574,0.570291777
Northeastern Seminary,43.1263,-77.7978,Rochester,21,NULL,NULL,2,www.nes.edu/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Bryan College-Gold River,38.6236,-121.2628,Gold River,21,NULL,NULL,3,www.bryancollege.edu,NULL,NULL,NULL,18253,2600,9300,31200,40500,0.67839196,0.657004831,0.502824859,0.520766773
Omega Institute of Cosmetology,29.6027,-90.7524,Houma,22,NULL,NULL,3,www.omegainstitutes.com,NULL,NULL,NULL,5085,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Pacific Islands University,13.4369,144.8034,Mangilao,33,7630,7630,2,www.PIU.edu,0.9355,0.8182,0.8929,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
PCI College,33.8748,-118.1002,Cerritos,21,NULL,NULL,3,www.pci-ed.com,NULL,NULL,NULL,7370,2200,10100,30400,43400,0.543269231,0.380952381,0.509202454,0.445378151
Rosedale Bible College,40.0778,-83.4555,Irwin,42,8426,8426,2,www.rosedale.edu,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed
American Career College at St Francis,33.9319,-118.2012,Lynwood,21,NULL,NULL,3,americancareercollege.edu/,NULL,NULL,NULL,16955,8300,21200,55900,67800,0.701107011,0.666666667,0.691056911,0.666666667
Seattle Institute of Oriental Medicine,47.6779,-122.3237,Seattle,11,NULL,NULL,3,www.siom.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Shawnee Beauty College,35.3277,-96.9181,Shawnee,32,NULL,NULL,3,www.shawneebeautycollege.com/,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.476190476,0.628571429
Acupuncture and Massage College,25.6863,-80.3645,Miami,13,NULL,NULL,3,WWW.AMCOLLEGE.edu,0.3846,NULL,NULL,7600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.580645161,0.6,0.75,0.678899083
Southeastern School of Cosmetology,33.4795,-86.8421,Birmingham,12,NULL,NULL,2,www.southeasternschoolofcosmetology.com,NULL,NULL,NULL,NULL,3800,9200,25000,37700,NULL,NULL,NULL,NULL
Universal Therapeutic Massage Institute,35.1199,-106.6049,Albuquerque,11,NULL,NULL,3,www.utmi.com,NULL,NULL,NULL,9500,3500,8600,26400,36700,0.624113475,0.538461538,0.669230769,0.695364238
Upper Valley Educators Institute,43.6376,-72.2308,Lebanon,33,NULL,NULL,2,www.uvei.edu,NULL,NULL,NULL,12500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
Keck Graduate Institute,34.0933,-117.7235,Claremont,21,NULL,NULL,2,www.kgi.edu,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aviation Institute of Maintenance-Atlanta,33.9483,-84.1487,Duluth,21,18007,18007,3,www.aviation.edu/AIM-Atlanta/default.aspx,NULL,NULL,NULL,25550,3700,11000,43200,60000,0.381789137,0.34992224,0.369680851,0.385269122
National Beauty College,32.8805,-96.632,Garland,21,NULL,NULL,3,nationalbeautycollege.com,NULL,NULL,NULL,5770.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.428571429,0.405797101,0.455882353,0.587301587
Star Career Academy-Egg Harbor,39.4328,-74.6125,Egg Harbor Township,22,NULL,NULL,3,www.starcareer.edu,NULL,NULL,NULL,9500,1600,8100,29200,45800,0.391428571,0.360127157,0.39544808,0.331491713
Empire Beauty School-Kennesaw,34.0111,-84.5628,Kennesaw,21,NULL,NULL,3,www.empire.edu,NULL,NULL,NULL,11096,2300,7800,25500,35300,0.410914928,0.364471669,0.408163265,0.556776557
Anthem Career College-Nashville,36.1462,-86.6719,Nashville,11,12728,12728,3,www.anthem.edu,NULL,NULL,NULL,14024,4100,12100,35400,48300,0.567418316,0.510501879,0.499284692,0.569058941
Anthem College-Irving,32.8708,-96.9911,Irving,12,11804,11804,3,https://www.anthem.edu,NULL,NULL,NULL,10976,4400,12100,31400,41200,0.546228503,0.471404959,0.456564987,0.545148771
Westwood College-River Oaks,41.5956,-87.5317,Calumet City,21,14664,14664,3,www.westwood.edu,0.5573,0.375,NULL,37655.5,4000,11500,34100,48700,0.352041931,0.367414796,0.334637269,0.466286122
Career Training Academy-Pittsburgh,40.5505,-80.0204,Pittsburgh,21,NULL,NULL,3,www.careerta.edu,NULL,NULL,NULL,9500,3500,9700,26800,34600,0.743055556,0.672297297,0.605363985,0.667785235
Huntingdon County Career and Technology Center,40.4342,-77.9274,Mill Creek,42,NULL,NULL,1,www.hcctc.org,NULL,NULL,0.4737,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Missouri College of Cosmetology North,37.2413,-93.3262,Springfield,12,NULL,NULL,3,www.missouricosmo.com,NULL,NULL,NULL,6249,1700,6600,19400,27900,0.696969697,0.552238806,0.540669856,0.598130841
New York Automotive and Diesel Institute,40.7053,-73.7812,Jamaica,11,NULL,NULL,3,www.NewYorkADI.com,NULL,NULL,NULL,9500,3300,9400,38300,55200,0.432773109,0.427145709,0.417310665,0.409197194
Remington College-Baton Rouge Campus,30.4171,-91.0632,Baton Rouge,12,15995,15995,2,www.remingtoncollege.edu/baton-rouge-career-college,NULL,NULL,0.9038,9500,3100,9300,26800,35300,0.41954023,0.438846641,0.294341417,0.358050847
Everest College-Ontario Metro,34.0405,-117.5768,Ontario,12,14238,14238,3,www.everest.edu/campus/ontario_metro,0.4556,0.5,NULL,28257.5,2900,9100,29600,42600,0.390843104,0.322461862,0.293375394,0.462244898
Kaplan College-Beaumont,30.1257,-94.1563,Beaumont,12,NULL,NULL,3,www.kaplancollege.com/beaumont-tx/,NULL,NULL,NULL,9500,3000,9500,27400,40000,0.332126697,0.268260583,0.252380952,0.352589641
Kaplan College-Laredo,27.5616,-99.4745,Laredo,12,NULL,NULL,3,www.kaplancollege.com/laredo-tx/,NULL,NULL,NULL,9500,3000,9500,27400,40000,0.332126697,0.268260583,0.252380952,0.352589641
The Art Institute of Washington,38.8959,-77.0726,Arlington,12,17596,17596,3,www.aiw.aii.edu,0.2453,0.5113,NULL,29771,4900,12400,36200,50800,0.473615917,0.46834572,0.521647751,0.699780633
Everest Institute-Dearborn,42.3027,-83.2647,Dearborn,13,NULL,NULL,3,www.everest.edu/campus/dearborn,NULL,NULL,NULL,9500,3000,9300,27500,35700,0.313344852,0.246345531,0.21872714,0.350091024
Arkansas State University-Newport,35.6403,-91.1895,Newport,42,2400,5266,1,www.asun.edu,NULL,NULL,NULL,4312,6100,14400,38200,53400,0.64465698,NULL,NULL,NULL
Marlboro College-Graduate School,42.8503,-72.5564,Brattleboro,32,NULL,NULL,2,gradschool.marlboro.edu/,NULL,NULL,NULL,26250,2800,8500,27300,42300,0.893491124,0.913043478,0.888888889,0.9
University of Phoenix-Boston Campus,42.2276,-71.0316,Braintree,21,10240,10240,3,www.phoenix.edu,0.0714,0.5,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-Dallas Campus,32.9175,-96.7687,Dallas,11,11304,11304,3,www.phoenix.edu,0.2157,0.42,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-Houston Campus,29.7838,-95.5851,Houston,11,11320,11320,3,www.phoenix.edu,0.1728,0.3942,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-Milwaukee Campus,43.0311,-88.1631,Milwaukee,11,11320,11320,3,www.phoenix.edu,0.1875,0.386,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
University of Phoenix-Idaho Campus,43.5837,-116.3652,Meridian,21,10840,10840,3,www.phoenix.edu,0.2262,0.4,NULL,35500,9000,21600,58900,84700,0.395480226,0.406534043,0.466682726,0.688636451
Westwood College-Inland Empire,34.088,-117.6519,Upland,21,15134,15134,3,www.westwood.edu,0.3287,0.6667,NULL,38747.5,5300,14200,41600,60100,0.46149174,0.471415292,0.49192636,0.613689396
ITT Technical Institute-Levittown,40.1162,-74.9604,Levittown,21,18048,18048,3,www.itt-tech.edu,NULL,NULL,0.8718,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
Atenas College,18.4333,-66.4738,Manati,21,6945,6945,2,www.atenascollege.edu,0.8206,0.4,NULL,NULL,2300,7100,20200,27300,NULL,NULL,NULL,NULL
Onondaga Cortland Madison BOCES,43.1159,-76.2039,Liverpool,21,NULL,NULL,1,ocmboces.org,NULL,NULL,NULL,6876,6200,16600,36600,46100,0.744120414,0.691528545,0.610837438,0.615483871
National American University-Ellsworth AFB Extension,44.1481,-103.0787,Ellsworth Air Force Base,31,6447,6447,3,www.national.edu/locations/south-dakota/ellsworth-afb,0,NULL,NULL,34486,6400,15600,43500,62500,0.470463792,0.483529767,0.524581855,0.667194093
National American University-Albuquerque West,35.2311,-106.6596,Albuquerque,11,NULL,NULL,3,www.national.edu/locations/new-mexico/rio-rancho,1,0,NULL,34486,6400,15600,43500,62500,0.470463792,0.483529767,0.524581855,0.667194093
National American University-Brooklyn Center,45.0673,-93.3076,Brooklyn Center,21,NULL,NULL,3,www.national.edu/locations/minnesota/brooklyn-center,0.1429,0.2857,NULL,34486,6400,15600,43500,62500,0.470463792,0.483529767,0.524581855,0.667194093
Interactive Learning Systems-Pasadena,29.6904,-95.2138,Pasadena,21,NULL,NULL,3,ict.edu/pasadena-colleges-in-pasadena-tx/,NULL,NULL,NULL,6115,5600,12000,32100,46400,PrivacySuppressed,PrivacySuppressed,NULL,NULL
Pillar College,40.5366,-74.5784,Newark,11,17204,17204,2,www.pillar.edu,0.3333,0.619,NULL,25000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.576923077,0.611510791,PrivacySuppressed,PrivacySuppressed
Miami Ad School-Minneapolis,44.981,-93.2725,Minneapolis,11,NULL,NULL,3,www.miamiadschool.com,NULL,NULL,NULL,24055.5,13500,38900,88200,113800,0.854545455,0.906504065,0.860655738,0.91025641
Miami Ad School-San Francisco,37.7967,-122.4021,San Francisco,11,NULL,NULL,3,www.miamiadschool.com,NULL,NULL,NULL,24055.5,13500,38900,88200,113800,0.854545455,0.906504065,0.860655738,0.91025641
Oregon State University-Cascades Campus,44.0707,-121.3458,Bend,13,NULL,NULL,1,www.osucascades.edu,NULL,NULL,NULL,23166,10400,21200,50300,70000,0.855906621,0.887714182,0.904361745,0.926358648
Milan Institute-Amarillo,35.1863,-101.9149,Amarillo,12,NULL,NULL,3,www.milaninstitute.edu,NULL,NULL,NULL,9500,2800,10000,28700,36800,0.483116883,0.404334365,0.43537415,0.532769556
Vatterott College-Dividend,35.0723,-90.0067,Memphis,11,12307,12307,3,www.vatterott.edu,NULL,NULL,NULL,23116,3700,10800,35100,49300,0.319955562,0.275681482,0.336936637,0.462551147
Vatterott College-Tulsa,36.1002,-95.8442,Tulsa,11,12664,12664,3,www.vatterott.edu,NULL,NULL,NULL,23116,3700,10800,35100,49300,0.319955562,0.275681482,0.336936637,0.462551147
Vatterott College-Wichita,37.7517,-97.2347,Wichita,11,12242,12242,3,www.vatterott.edu,NULL,NULL,NULL,23116,3700,10800,35100,49300,0.319955562,0.275681482,0.336936637,0.462551147
Star Career Academy-Newark,40.7425,-74.1688,Newark,11,NULL,NULL,3,www.starcareeracademy.com,NULL,NULL,NULL,9905,2200,11000,40500,62200,0.423173804,0.401623687,0.580310881,0.681003584
Southern University Law Center,30.5237,-91.193,Baton Rouge,12,NULL,NULL,1,www.sulc.edu/,NULL,NULL,NULL,32075,6600,14000,38700,54300,0.436761018,0.500160308,0.496470588,0.631686774
International Academy of Design and Technology-Orlando,28.4709,-81.4023,Orlando,21,15300,15300,3,www.iadt.edu,0.2719,0.7,NULL,29375,5000,12700,34800,46500,0.415788806,0.388268499,0.485443245,0.585016041
Lincoln Technical Institute-Lowell,42.621,-71.3183,Lowell,21,NULL,NULL,3,www.lincolntech.com,NULL,NULL,NULL,9504,3300,11800,34600,45300,0.389661164,0.390612133,0.375358166,0.437796771
Texas Barber Colleges and Hairstyling Schools,29.7279,-95.5278,Houston,11,NULL,NULL,3,www.texasbarbercolleges.com,NULL,NULL,NULL,11938,1900,6400,27800,41100,0.192118227,0.159663866,0.211659193,0.305164319
